id,bororo
489,"Awu akedukejere (pela uma hora da tarde), icare iparere tuiejiwudo (se pintam o rosto). Nonore icare ipare eture bato tuwobe etae, ewo tubemegado, ewo tugujagudo, ewo tuiejiwudo ewo toroe tugu pudui."
490,Du tonajire icare  nowu uragodurewu uragodure nowu Toro ukeroiaji.
491,Ukare tubemegadowugere ere iogwarido nowu uragodurewu ui tura kado dukeje tu tu tu tu je.
492,Icare meri aregodure pagudu oto kae du jkeje (pelas três horas da tarde) icare ipare emagogodure puwogai bato (gritam nas casas uns aos outros para irem no baito).
493,Egore: - Tadudo baito... Tae mejodo kidoguru keje...
494,Egore: - Icare pare boedo turugadu. Marigu!
495,"Ere tuiebu bai piji, dutabore egore: - E... E... E.... Tudutabo."
496,"Ere tudo nono jure ruture... bororo oia kajeje, Aije muga kae."
497,"Boe etaiwore, egore: - Tagaiwodo! I! Care etu tabo! (Todo mundo das casas está olhando e comentando a saída deles)"
498,"Nowu etuomage etaregodure, egore: - Icá! Mato! Mato mato mato!"
499,"Ere kogudo ekajeje, icare ere oto kado ewureji. Icare ere akedudo. Ere pariko tugu etaoto."
500,Dukejere icare bapo epa ure tugera tugu to: Kui kui kui kui.
501,"Taduiagu mato bororo Aije kae, tarerugoduwo Toro tabo (2)"
502,"Icare cewu ka, kaiwara, baporogu, ere kiado ei, ere ia Toro barigu etaoto kuri tuku (kaia, baporogu epage etaoto)."
503,"Jire boe egore TORO EPARA KEJEWU (Toro curtinho, espécie de capinha pindurada no pescoço e cobrindo o peito)."
504,Aroia Kurirewu ure kaiwara to nowu kaia keje pa pa pa je.
505,Butoregadu ure baporogu kiado cuku cuku cuku. Oino etododai.
506,"Etaregodure bororo kae ebo dukeje, icare tugera rakojedo baporogu tabo tuki tuki tuki."
507,Icare MARENARUIE todure eiedu ituiaga Paru todure ei (Toro ukeroia).
508,Nowu jire eragodure. Nowu jire egore ei.
509,Dukejere icare Aroe Etawarare ure ererudo.
510,"Ure ererudo puibagi, puibagi, jii je. Ererunure Toro tabo."
511,"Icare ere tugeragu nowu Ki Bakororoji, ekodo apo kuri.. toro."
512,"Ere iera bu aroe ao keje tu. Egore: - Mareo! Mareo mareo! Aedaga reo, acarugo reo,  akeroia reo, aparuia reo. Oinore arore ji, oinore akagore ji."
513,"Icare ure tugeragu todowuji, todowu Tadugoji. Ure iera bu aroe ao keje. Icare ure tugeragu todowuji pugeje (todowu Barogo Bororoji, Bok), ure iera bu keje tu."
514,Meri 3 hs keje icare ere tugeragu Tugaregei jao.
515,"Ere tugeragu taci butoreji, ere jodo keje tuku, ere iku oreado (enrolar, amarrar como fazendo novelo) oino, ere kogudo tuku. Ere maku ai, ere pariko tugu aoto,"
516,"Meriri Baru, Paiwedu, nowu jire boe egore Paiku, Aroe Paiku."
517,"Nowu o ika makudure aiwuge, nowuge rugadure boe egore: Aroe Kagaekagaedoge, oino."
518,"Ure tugeragu Birimodoji, kodo apo, nowu Birimodo uwobe ewai kae."
519,Ure mugudo nono tuwai tada.
520,"Kodure Mano Kurirewu ae, ure tugeragu ji, kodo apo... uwobe ewai kae pugeje. Ure mugudo tu nowu Mano Kurirewu uwobe ewai tada."
521,"Ure tugeragu taci aragoji, ure jodo tuku keje."
522,"Ure tugeragu taci arago aturuarewuji, ure jodo tuku Birimodo keje."
523,"Dukeje icare Mano Kurirewu kudugodure pugeje,"
524,Dukeje icare cewu Jeware ekudugodure tuwai keje pugeje (Apiborege ewai keje).
525,Icare nowu Kuruguga kudugodure
526,"Eiamedukare eregodukare: emerunure goro goro awaraji, toro bororo kae."
527,"Dukeje icare Meriri Baru kudugodure pugeje. Nowure icare rerugodure, nowure icare ure tudo motoji, akore: Pai ku... pai ku...pai ku.. joku ku.... joku ku..."
528,"Icare kudugodure, akore: Kaga kaga gae (2) m m m.... tudutabo cuku cuku.... bororo keje, tugedui butore jitu tabo."
529,"Rerugodure, butore akore: cuku cuku cuku..."
530,"Iage eedure bai tada, baimanagejewu tada. Nowuge emagare. Nowuge ewabore mito tu tu ereore. Ecarae eiamedu: Kie eiamedu, Bokodori Ecerae eiamedu, Bakoro |Ecerae eiamedu (Só não os Baadojebage porque são eles que apanham os outros). Tugaregedu mito tu je (Mano Kurirewu), ure mito tu eto. Dure iere Bakarae Eimejera. Iere Bakarae Etuo. Nowu orere ewabore tuiamedu boe etai.. Nowu ore ekudugodure, ere nowu tuwabo kiado jamedu."
531,"Ere nowu tuwabo kiado cuku cuku cuku, nowu tugudu reore tuiamedutabo."
532,"Nowu etuo rugadure iedure arago aturuarewuji. Ure bu paci tumogajejewu, dutabore rerugodure nowu tore etododai."
533,Nowu ore  ewure akore:  br br br! ... rekodaji
534,"Nowu ewabo akore: ca ca ca ca, nowu ewure ako reore. (Reproduzir desenho)"
535,Nowu etuo akore:
536,"Nowu ore erare apo nowu ukeroiaji, egore:"
537,"Egore tugodui bororo kae, bai piji, nowu tuo rekodaji."
538,Nowu Birimodo icare kudugodure pugeje: Kae gae... ga ga ga ga gae!
539,Ure nowu to arago roto oino (Reproduzir desenho)
540,"Kodure bororoji, bororo paru kae."
541,Ure tuwuredo ca! Akore: m!....
542,Dukeje icare cewu Mano Kurirewu padure bai kajeje pugeje (tuwobe ewai kajeje jetu pugeje) tugudutabo.
543,Nonore icare ure to arago oto aiwore tododai (Reproduzir o desenho)
544,"Dukeje icare Mariri Baru padure tuwobe ewai kajeje pugeje, tugudutabo pugeje, mare kudugodure nono tuwobe ewai tada tudumodedu paru keje, akore:
Pai ku... pai ku... pai ku..."
545,"Ure tuiebu. Kodure cuku cuku cuku tuwobe etawaraji, toro bororo kae."
546,Dukeje icare ecewu Kuruguga uture pugeje. Kodure goro goro goro.
547,Dukeje akore: - Kagae kagae gae! Kagae kagae gae! M m...
548,"Kodo jii... bororo kae, aregodure bororo kae, kodure bororoji jii... bororo paru kae. Ure tuwuredo tu... nowu tumedage emegi, akore: m!... tui tuwuredo dukeje."
549,"Dukeje icare Birimodo rekodure pugeje, bororoji pugeje, cewu tagoia tabo. Akore: Kaga gae gae ga ga gae (2) bororoji jii... bororo paru kae. Akore: m!..."
550,"Manobaru rekodure pugeje, akore: Kagae kahae ga ga ga gae(2) bororoji jii... bororo paru kae. Ure tuwuredo tu..."
551,"Dukejere Kuruguga uture pugeje goro goro goro bororoji, tugudutabo. Akore: Kagae gae! Kagae ga ga ga gae (2) m m!...tumerui goro goro goro goro bororoji dutabo. Ure tuwuredo bororo paru keje tu."
552,Dukeje Mano Kurirewu  uture torebo pugeje.
553,Akore: - Oi!... je dukejere nowu ore ekudugodure
554,"Ewabo kiare tuku tuku tuku, nowu ekudu tonaji. Ekodo bororoji pugeje jii... nowu tagoia tabo."
555,Icare etaregodure bororo paru kae.
556,"Dukeje icare ere nowu to arago, nowu cimo pariko, nowu tuwabo, nowu tuwaiga, nowu tuwudore ere maku nowu Bakorokudu ai, Arua ai."
557,Icare ere jeto tu nono aroe ao keje.
558,"Eimadure tabodu akedukeje emagore tuwiemagei, egore: - Imedumage, iwage, bapo maku Tugarege etai, eiamedu ai, eragoduwo tuiaduji (KIDOGURU PARA,  ROIA GIGUDU, de Badojebage)."
559,"Icare eragodu akedure, dukejere nowu aroe etuo aregodure, ure tumugudo tu ewure paru. Icare ere nowu toroe maku ai."
560,"Icare imadure tabo, akore: - No... no no hu... hu hu!..."
561,"Icare uture tabo tuwai kae, icare ure jeto tu tuieda keje."
562,Nowuge Boe ewadodure boeco paruji.
563,"Akore: - Kodire inagoino, imana Barogo Bororo (Bok.Ec.Boiad.) akae.  Akado aerubo bogai."
564,"Icare barogwa kododure. Dukeje icare Oca Kudurewu (Bad.Cob.), Arua (Bad.Ceb.) Bakorokudu (Bad. Boiad.), ecerae eiamedu ure tudo pui Oca Kudurewu uwai kae."
565,Nowu aroere icare Boe eedure ebo baawadukeje tuiogora keje (na frente de suas casas).
566,Icare eregodure nowu eimejerage ewogai boetoji. Ere cewu aredu arego boetoji. Ere nowu uwuri arego boetoji (uwuri Kaigu).
567,Dukeje icare eregodure eiadu bogai. Icare ere to pui Oca Kudurewu jokorai. Icare ere etagedudo mato.
568,"Dukeje icare ere etaipo pemegado tuiamedutabo, badojebage tuiamedutabo ere etaipo pemegado."
569,"Icare ere nowu etaipo pemegadodu akedudo.  Ere Kie, Bokodori Ecerae eiamedu aipo pemegado, Bakoro Ecerae eiamedu aipo kogudodu pemegado."
570,Icare ere nowu etaipo pemegadodu akedudo.
571,"Nowu etaipo raire, du ure nono awu raire (Do comprimentode um braço). Koere upore tabo: koe tabore ere kogudo. Aere kogure etaora kajeje, etaipo tabo."
572,"Kiogoaro kogure woe etaipo kajeje, etaobaru keje. Ia kogure etaipo oto keje. Icare ere nowu ciwaboe etoiaga bu ee keje."
573,"Icare ere cewu aredu pemegado pugeje. Ere akigu, ere koe, ere bokodori inogi, ere juko bu, ere bu ecewu aredukeje. Ere kiogoaro kogudo itogajeje, iera ra parugajeje. Ere kiogoaro bu aobaru keje. Ere pariko kogudo aogajeje."
574,"Ere tôro kogudo kajeje. Ere ciwaboe etoiaga bu je keje. Ere meriri bu kudukeje, ciwaboe etoiaga uporu keje (por cima da viseira)."
575,"Erore ino nowu uwuriji (Kaiguji) jamedu; ere kiogoaro kogudo aipo paru kajeje, ere ia kogudo aipo oiado, ere ia kogudo aipo oto keje. Ere nabure oburugu tugu nowu aipo ototo. Ere kiogoaro kogudo itogajeje, iera ra paru gajeje. Ere butore maku ai: ere iedo butoreji."
576,"Ere tôro kogudo kajeje pugeje. Ere pariko tugu aoto pugeje. Nowu imo pariko jire egore ‘pariko kudoroeiarirewu’, oino nowu imo parikoji."
577,"Icare eregodure Tadugo ae, ere tugera kogudo iera kajeje, ekodo apo kuri bororo kae, ere rakojedo tuku, aroe ao keje. Ere pana jodo tuku keje."
578,"Eregodure Ki Bakororo ae. Ere pariko tugu aoto tuku. Eragojere tu pumegi tu oino, aroe ao keje."
579,"Dukeje icare ere tôro kogudo nowu makarewuge ekajeje. Ere etaipo kogudo kogudo ataora tabo. Ere pariko tugu etaoto. Ere kiogoaro kogudo eidogajeje, ekera ra parugajeje. Ere ciwaboe etoiaga udo nono eiamedu reore. Icare ere toro upodo ebo. Kogudo ekajeje. Icare ere eiado, ere etagedudo."
580,"Dukeje icare eregodure nowu Ki Bakororo ae, eregodure nowu Tadugo ae, egore: - Ca! Ino ei."
581,"Dukeje icare Ki Bakororore tugera bu taobarugajeje, tui tuie towubo baruto dutabo."
582,"Tadugore tuie towubo baruto jamedu. Ure cewu pano jodo togwato, dutabore ure tado baruto."
583,"Nowu Ki Bakororo, nowu Tadugo ere turodo bega bega bega, taiwo tabo baruto."
584,"Nowu Ki Bakororo akore: - Imo ho u! (x) , oinore ure tuie roto baruto, nowu tagoino dutabo."
585,"Nowu metuia Tadugo, ure cewu pana akodo. Ure akodo: kugu kugu kugu kugu... nowu tumeduia ura tonaji."
586,"Dukejere cewu Bakarae eture: ere pobe tu je, ere tugana pemegarewu bu togudugajeje, tugudutabo: Ka! Ga ga ga ga(3)Egore: - Kodo bororo kae!"
587,Ekodure bororoji... nowu eiemagudutabo bororo paru kae.
588,"Ere tuwuredo tu... egore: - m!... Nowu Ki Bakororo, nowu Tadugo ekujiagi."
589,"Dukejere cewu Kaigu, cewu Arogiarewudo icare eregodure pugeje, mare tododaire eiemagudure."
590,Tui ciemagu dutabore eroino.
591,Nowu etaregodure ureore oragudure tu... oragudure tu...nowu tore ewugeje.
592,Nowu urarewu uragodure nono. Dukeje nowu metuia ure pana akodo nowu tumeduia ura meji. Ure nowu pana akodo: kubu kubu..
593,Nowu metuia akore: - Imó ho! Imó ho!..
594,Nowu etuo Kaigu akore: - Hu hu u...
595,"Nonore akore tu tu tu, nowu tore etaregodukeje."
596,Nowu ia metuia Ki Bakororo akore ino jamedu.
597,"Nowu etuiorubodare (Tadugo) akore ino jamedu nowu tuguie panaji, akore: Kugú kugú kugú..."
598,"Nowugere icare eedu rakare (ficam bastante) bororo keje, nowugere eedu raire bororo keje."
599,"Etagedure Oca Kudurewu jokora piji, dukejere icare eiamedu ure ciemagu bororoji pobe (2x)."
600,"Dukeje icare tôro kiwujedure epiji, dukejere icare kiogoaro kiwujedure epiji, dukeje icare pariko tadure etao piji, dukejere icare cewu taipo kiwujedure etao piji."
601,Icare ere jeto nono aroe ao keje.
602,"Icare Kaigu, Barogo Bororo, Barameri, Poruiepa, Aromerere, Koiwa Aogejewu, icare ere bapo maku Tugarege etai, Tugaregewo bapo bu nowu aroe enoroe bukeje."
603,"Icare eragodure, eragodure, dukeje icare ere akedudo, icare ere tura kado."
604,"Dukejere cewu aroe etuo aregodure, kodo kuri, ure tumugudo tu ewure paru."
605,"Dukeje icare ure cedo toro tabo, ure jeto tu... tuieda keje."
606,"Icare eture bato, enure tugodu awadure bato tugudutabo. Mano piji (kuruga piji) etaregodure."
607,"Icare Oca Kudurewu rekodure etogi mea tabo, akore: - Tarodo po ei, tagonagodukare ei, imire itonagodure ei.."
608,"Ure tuiebu bai kae jii... ta! Etogi. Kodo... etae, akore: - Tagimejera pa?"
609,"Agore: - Kakoduwu boe akiba aroino? Kakodiboe tagiba tagaregodure?
Ka kodiboe tagiba tabadure boe kajeje?
Icare nowu eimejera (Bakaraedu) akore: - Boe kodiboe cegi karega cedaregodure. Bo kodiboe cegi karega cenododure. Boe kodiboe cegi karega cebadure boe kajeje (akore nowu Oca Kudurewuji)"
610,"Akore: - Aroe cegire ceroino, aroe cegire cenagoino, aroe cegire cenododure, aroe cegire cebadure boe kajeje. Aroe Bakarae cegire ceroino. Akore oino."
611,Dukeje icare nowu Oca Kudurewu ure todomo kajeje: M!...
612,"Inaire taroino tai, inaire tagagoino tai. Imire itonagodumode tai. Dukodire boe eekuigamode (vão achar bom) iroi tai ebo duji."
613,"Icare barogwa kododure, meri jeture 7 hs keje, dukeje icare  Bakorokudu uture tuwobe emuga kae, Arua uture tuwobe emuga kae."
614,"Emagore tuwobei, egore: - Boe baado! Ceregoduwo pagagu aroe etae."
615,Icare ere kodo baado. Dukeje icare eregodure etae.
616,"Bakorokudure tugera kogudo Aroia Kurirewu iera ra parugajeje, Aruare tugera kogudo Mano Kurirewu iera ra parugajeje."
617,"Icare ere ekujagudo, icare ere eporaido ico tabo, ere enogwa codo. Ere ekera ra paru codo, ewure ra paru codo. Ere nowu Okoge Bakororo (Aroia Kurirewu) momo (costas) codo pobe tuku."
618,"Icare ere tôro kogudo ekajeje. Ere kiogoaro kogudo ekana kajeje, ekera ra parugajeje. Ere akigu bu ewogeje, ere batagaje bu ewugeje, ere bokodori bu ewugeje. Icare ere pariko kogudo etao kajeje. Icare eture ebo bororo kae. Ere ewuredo bororo keje tu."
619,Icare egogodure tuduwo. Egore: - m m m...
620,"Dukeje icare eture: cuku cuku cuku, tui ciemagu dutabo."
621,"Ere tuwuredo nono aroe ao keje, ere tamudo biega tu je. Dukeje icare eture pugeje: cuku cuku cuku.  Nowu turoia jire emaragodure emaragodure tu tu rugadu."
622,Ca! Icare ere ciemagu pugeje: cuku cuku cuku. Ere tuwuredo nono aroe bure keje.
623,"Dukeje icare eture pugeje: cuku cuku cuku, tudui rugadu dutabo."
624,Ekodo jii... nowu tugoda paru kae. Ere tuwuredo tu aroe ao keje.
625,"Dukeje icare ere tôro kiwuje epiji, ere pariko kiwuje etaora piji, kiogoaro ere kiwuje ekana piji."
626,"Icare akedure, dukeje icare Bakorokudu, Arua, emagogodure tuwiemagei, egore: -Tarego bapo kae!"
627,"Eragodu akedure, ere turagodu kado. Icare aroe uo aregodure, ure tumugudo tu, ewure paru. Icare ere nowu toroe to pui ae. Ere pariko, bapo, ere maku ai."
628,Icare akore: - No... no no hu... hu hu!...
629,"Icare uture tabo jii... toro tuieda kae, ure jeto tu tuieda keje."
630,Nowure icare Boe ewadodure.
631,Nowure icare Boe ekare aremo eerududo turoino jiwuji.
632,"Bo eegore nowuge etaregoduie moto piji, motoie ure tuiado ei."
633,"Icare ere tugeragu Birimodoji, ere mugudo tu. Eregodure Mano Kurirewu ae, re mugudo tu."
634,"Icare ere buke tugu etaoto, ere kogudo eidoru kajeje tuku, ere tugana tugu etaoto tuku. Ere kogudo eidoru kajeje tuku (amarram a rede ao redor do pescoço)."
635,Ere ewure codo. Ere eeku kejewu bairewu (óculos de palha) bu eeku keje. Kigadure tubadui eeku keje. (óculos feitos de broto de babaçu que reluzem nos olhos deles).
636,"Dukeje icare ere eno kado otorobaro pemegado, kogudo.
Icare ere arago maku etai. Dukeje icare ere cewu eno kado otorobaro ere jebu. Dukeje icare ia emage remawuge ere ewaborogu maku etai."
637,Dukeje icare ere ekeroia maku etai.
638,Nowu Birimodo akore: Uko  uko omu u omu u...
639,Nowu bapo akore: - cuku cuku.. dutabore Birimodo akore:
640,Etaora amagadure pudogi dutabore eragodure nowu tugeroiaji.
641,"Ere nowu eno kado rakojedo pumegi, woe baimanagejewu keje."
642,"Dukejere eture bororoji turagodutabo, tureru tabo, nowu tugeroiarogu tabo."
643,"Icare epuredugodure nowu to kado kae. Dukejere icare emaragodugodure. Ere turodo puku, turodo puku, nowu turerui inodu kajeje. Boekorinure ei."
644,"Icare ere turodo puku, puku je, dukeje eturagomage erore já, erore já... ei (elas se afastavam)."
645,"Icare etaregodunure nowu to kado kae. Epuredugodure nowu to kado kae dukejere icare ia boe emagogodure, egore: - Tamearudu awadudo tai! Icare epuredugodure to kado kae!"
646,"Icare boe eregodure toro boeto toro. Iage erudure bai ao kae, boe eeruduwo eroi pudui duji. Bo eeruduwo ei nowu kado tugu tuwureto moto kae duji."
647,"Icare etaregodure nowu to kado kae. Dukejere ere cewu tuwaborogu maku Oca Kudurewu, Arua, etai."
648,"Du kejre icare ere tumegido pa je, cewu to kado kae."
649,Eregodure rugadu toro boeto toro.
650,Ere tugu ipare ewureto taci moto kae. Ewudure. Ere arago to i.. ca! Ere arago to i...ca!
651,"Mare ipare remage nowu utrago jetukare nowu iparei: padure eperagajeje po motoji, jetukare ei."
652,"Oinore boe egore toiogwari tabo, eroi ei duji!."
653,"Icare ere etagedudo moto kae, dukejere eregodure ba okwaji. Awu nabure, awu cachiworo, awu bai paru jire erugodure pugeje."
654,Ere tugera ra nowu kado piji.
655,"Etaregodui puae dukeje, boekori akedure epiji. Dukejere ere tugera ra ca, nowu kado piji, boekori akedui tubiji dukeje, icare ere turemo baito."
656,"Nono icare eragodure pugeje, ererugodure pugeje, bai otoji, ecewu turoiaji, nowu tugeroiaji jamedu."
657,"Nowu metuia Mano Kurirewu akore: - Kuko.. kuko omu u, omu u...."
658,"Ere tugeragu ei, icare ere tôro kiwuje epiji, ere cewu buke tawuje etaora piji. Ere cewu eeku kejewu tawuje etao piji. Ere eimo mace ikawa ta etao piji. Ere cewu ewure co, ekera co, ere kabi, ere rawuje. Areme eerudumode jitu duji."
659,"Nowure icare bapo padukare keje, roia padukare keje. (Não tem canto final)."
660,"Akore: - Barogwato, meri jetumode woe (3 hs) dukeje, ature mato."
661,"Ure ukerogu maku ai, ure ukuika maku ai."
662,"Akore kaidaga ai co (folhas secas de palha acumã) amode bu akaora kajeje, oino woje, oino woje pugeje (cruzando o peito). Amode ia bu awugeje (no pecoço), amode ia kogudo akaora kajeje, amode ia kogudo akera ra paru gajeje, akidogajeje, amode ia kogudo awure ra parugajeje, amode ia kogudo akajeje."
663,Icare amode akogwa tugu ikato: wu... wu... wu......
664,Akore: - U! ema rugadu! Ema rugadu!
665,Icare uture toro (Barogwa kdodutabo uture).
666,"Makore toredujeji, akore: - Imeruwo, ikoduwo jii... jice jewu jukoe eeda kae. Nonore iorudu kuricigore jukoei, nonore imearudure juko akoji. Ikodo jii pugeje, icare imearudure ia akoji, akore: Kbiu! Kbiu! Kbiu! Woje tori oto keje."
667,"Oreduje akore: E! Ema rugadu, ema rugadu, ema rugadu. Juko aeraga (miolo) boire ii, juko aobiri boire ii."
668,Icare uture. Kodo jii.. toro... Jemarure ... nowu jukoe ewogai.
669,"Okwagurure (benze o macaco para vir), akore: - Bsiu! Mato! Iorududo jukoei woe! Akore: - Psiu! Mato! Juko arego woe"
670,Icare mearudure joko akoji. Juko akore: - Kwá kwá kwa!
671,"Icare uture bogai, jordo ji, itugodo ji, ure bito. Itugodure iaji pugeje, ure bito."
672,"Icare uture. Kodo jii... Icare ure jorugo. Ure cewu to jukoe ewu  kowu. Icare ure ewiri kigadudo. Ure pegururogu bowuje, ure kabi, ure nowu pegururogu ko."
673,Dukejere icare  uture tabo cewu tumugarogu kae. Ure tugeragu kaidagaji. Ure tugeragu oroji. Icare uture tabo cewu tumugarogu kae.
674,"Icare ure boe to nowu iraroguji tu tu tu, unurerogu amudo (amoleceu o talinho da palha) tuwo kogudo tugajeje."
675,"Icare ure akedudo. Icare ure kogudo pudabo, ure bu toreagajeje woe, ure bu tuwugeje, ure kogudo taogajeje, ure kogudo tuganagajeje (cidogajeje), ure kogudo tugera ra parugajeje, ure kogudo tubeagajeje, ure kogudo turajerigajeje, ure kogudo tuwure ra parugajeje."
676,Ca!. Dukejere icare ure togwa tugu nowu tuguikato. Ure togwa tugu: uu... uu... uw...
677,Icare ure rakado: uu... uu... uu... (alternando às vezes baixo e às vezes alto) Ure cewu jukoe kugure eedo toreai  tu (embaixo do braço)
678,"Icare uture. Aiwore meri jeji tu ... meri jeji tu.... Meri puredugodure nowu jerira kae (3 hs), dukeje icare ure nowu jukoe kugure ure enorogu bararedo tu ia boetoru tada (pindura os macacos numa moita). Dukejere icare uture bato, nowu kuredogedu ro tabo. Ure togwa tugu nowu ikato: uu... uu... u... uu... (baixo), ure turodo nono nowu ika ako reore. Uto tuibagi toro nowu ika ako tabo: Uu uu uu uu uu uu..."
679,Ure ako rakado: uu uu uu uu uu uu... tugodui toro boe etae.
680,"Boe emearudure nowu ika ako jitu keje, boere iogwarido. Boe egore: - Wa!..., oino tumearudui nowu kuredogedu ukuika akoino duji."
681,"Boe eregodure togi. Nowu uragomage ere betureboe, pobo, ere reko togi, kuduwo, pobo boiie ji, betureboe boiie ji, ruwo kicarugoduie."
682,"Mea boiie ji, ere mae maku ai. Egore uiagu jorubo barigu tubiji, oinore egore ji."
683,"Icare uture, uture bororoji, nowu ika ako tabo. Icare aregodure bororo paru kae. Ere iogwarido ji: Wa!..."
684,Jore toro baito. Ure turemo baito krai! Kodure bai otoji pugeje jii... Aroere iogwarido ji: Wa!...
685,Ca! Dukejere icare ere tugeragu ji. Icare ere nowu imo kaidaga kiwuje epiji.
686,"Ca! Dukeje icare ure tamudo biega tu je. Du  keje icare uture bakujebiji pugeje, cewu to jukoe kugure ewogai."
687,"Icare ure tugeragu ei. Ure tudugo, tuwaiga, ure pemegado tu. Ure ia raru tugu tuwiato. Ure ia aro maedo tuie joki. Keadukare tu boe inoduji"
688,"Ure nowu turo biado rugadu nowu toreduje piji, joruduwa bokwawo."
689,"A! Oreduje mearudure bure akoji, dukeje icare ure tuiebu togi."
690,Akore: - U! Icare awogwa kidugodure (você demorou muito). Kaba jiba aroino? Aroe Kuredogedu aregodu. Icare awogwa peragadure (você demorou muito).
691,"Icare nowu imedu akore: U! Imearudure. Itogogodure, inagore: - A! Iaboere."
692,Akore tuwiapagaie tu.. nowu ika akoi ionono: uu uu uu uu ...
693,Dukeje icare uture baito. Ure nowu boe ewie. Akore: - U! Kocare tare aroe etudo ikoda piji.
694,"Ure turemo baito, boe ere nowu kaidaga kiwuje piji nono, boe eragodukare. Boe enure boedo pi tuku rugadu (Na hora em que tiram dele os enfeites de palha, não tem canto: acaba logo, de repente)."
695,"Meri mugure adugo biri keje, ari murgure aigo biri keje."
696,"Ipocerewu biri kogure ekana tabo. Ekerare nowu ipocerewu biri tabo jamedu, ekerare nowu aipoburewu biri tabo jamedu.
Ícare ere eiado. Icare egogodure tuduwo. Egore: m... m..."
697,"Mare Aroia Kurirewu akogodure boetoji, dukeje Mano Kurirewu akogodure."
698,Nowu tumeduia akore: m... m...
699,Ure tugera to nowu adugo biriji pa pa pa!.
700,"Dukeje icare ure turagojedo. Ure nowu adugo barigu aoto, icare uture: m...."
701,"Ekodure bororoji ji...
Icare kudugodure , akore: A!... m..."
702,"Ekodure... ere turemo baito, dukeje icare ere tugeragu ei, ere nowu adugo biri, aigo biri, ere maku nowu tuwage etai (Bakorokudu, Oca Kudurewu, Arua, etai)."
703,"Ere tugeragu Butoregaduji, ere tugeragu Aroia Kurirewuji, icare ere nowu adugo biri, aigo biri, ere maku etai pugeje. Icare egogodure, egore: m..."
704,"Ere todoguru to cuku, nowu adugo birito. Nowu ipocerewu, aipoburewu biri kogure ekana tabo, ekerare ema jamedu."
705,"Icare eture bororoji. Nowu tuganare ere paradudo oino tumegi, bororoji."
706,"Dukeje ekudugodure, egore: Ka!... m..."
707,"Nowu metuia kudugodure, akore: Ka! ... m... tugodui bororoji."
708,Ekodo bororoji jii... nowu turoino dutabo para para para.
709,"Dukeje icare Ki Bakororoure tugeragu Bapara Kadojebagei: Meriri Baru jire ure tugeragu, Akaruio Boroge jire ure tugeragu."
710,"Nowugere icare ba kogure oino ekajeje, kogure oino etaora kajeje, kogure ekera ra parugajeje, eidogajeje, kogure erajerigajeje, kogure ewure ra parugajeje. Dukeje icare ere ia oro (broto) maku etai, ere awu orodo pobe ma awu metuia bokware, ere iado pobe ma awu metuia bokeare, awu iera awubowu ure puibiji nowu metuia ieraji jamedu."
711,Meriri Baru rerure tuboru tabo; metuia Akarui Boroge rerure togea tabo: etunure pudogi bororoji. Ekodo bororoji jii... Ere turemo baito jii... Ere tamudo. Icare ere mea maku etai. Egore: Imuga paru kejewu reo! Ioga paru kejewu reo! Imedurogu paru kejewu reo! Aredurogu paru kejewu reo! Ituie paru kejewu reo!  Inodowu paru kejewu reo! Iedaga paru kejewu reo!
712,"Meri jeture woe paeriraji (3hs) Dutabore Aroia Kurirewu, Butoregadu, ere tugera bu Ecerae etao keje. Ei pobedu egore: - Psiu! Atudo bakujebiji."
713,"Icare ere tugera bu Ecarae eiamedu boe keje,  egore: - Atudo bakujebiji."
714,"Ca! Boecodure, icare boe enudure."
715,Icare barogwa kododure. 5 has kejere icare eture.
716,"Icare meri aregodure  15 hs kae dutabore awuge ere tuiodo puwugeje jeto. Emarido biegare tu je. Icare ekudugodure, egore: - Gae... ga ga ga... m m m m..."
717,"Ekodo mato rugadu. Eiore bororoto... ere tuiodo puwugeje, ere tugirimi tuibagi pugeje, ere tuiodo tuwugeje, icare ere tado bororoji: du du du..."
718,"Boetoji etaregodure marido tabo bororo kae, egore: wi wi wi wi."
719,Eture toro tuibagi toro.. taci...
720,"Icare ere pobo batarudo etai, egore: mato, mato mato, mato, ake pobo kae."
721,Icare ekudu akedure. Icare aroe ekudu akedure.
722,"Dukeje icare ere aroe eto pui, bororo oiado."
723,"Icare ere kodo bu ewugeje, etaogeje. Ere marido mugudo woe etoiadoda."
724,Dukeje icare ere ika maku Bakorokudu ai uwo ika ako bu ewugeje.
725,Icare ure togwa tugu nowu ikato. Ure nowu ika akodo: tr tr ...
726,Ure nowu ika akodo: to....
727,Icare ure nowu ika akodo : to to to to to...
728,Boe makodure. Dukeje icare ure nowu ika akodo pugeje.
729,Dukeje icare aroere turagojedo. Icare aroe ererugodure.
730,Dukeje icare aroere turemo baito tunuduwo.
731,"Boe ere bai mi du pemegado. Nowu mea uru areme eerudumode ji toro baitoduji. Eerudumode ji dukeje, nowu aroe ekorigodumode ei, emode ewido, emode akedo ei dukodi."
732,"Ca! Dukeje icare iparere tudugu ba okwaji uwororewugei, enure tugera bu etao keje, dutabore egore: - Psiu! Ioga, parawo!. Psiu! Imuga, parawo! (pai, vamos cantar, mãe, vamos cantar)."
733,"Boe eiamedu: imedu, aredu, jamedukejere iparere tugera bu."
