id,bororo
734,"Akedure, icare ere reko baoiado. Dukeje icare ere nowu bapo maku uragodumodewuge etai, umode tumugudo Roia Mugurewu jiwuge etai."
735,"Dukejere icare ia boe uragodure aroe eiogi, woe bai tada, ere pobe, ere pagera awubodure."
736,"Oinore egore tura tabo, egore: Aki...rowo, akiirowo bariguduiagu Ecerae Bakororo ukiga okwa bukorire (ROIA UMANAREU de Akaruio Bokodori)."
737,"Icare Roia Mugurewu akedure, dukejere icare boe emagore Maranaruieji.."
738,"Boe egore: - Marenaruie eigoia maidodo jetuiarega, atugo uruberi kadodu jetugaie ukudawu aiewre baia bukorire. Marenaruie eigoia maidodo jetuiarega.."
739,"Icare, Marenaruie akedukejere icare Boe egore: - Tugarece ewainotu jeturegaje."
740,Dukeje icare Boe egore: - Vacinoko ike moiawerewu.
741,Icare barogwa kododure. Meri jeture woe boe ekuduji dutabore Aroe ako padure boe kajeje pugeje.
742,Ure togwa to nowu ikaji: ka... ka ka...
743,Ure ciemagu tabo: cuku cuku  cuku....
744,Ure togwa tugu to pugeje: m m... ka... ka ka...
745,Ure ciemagu tabo: cuku cuku cuku.
746,Icare nowu ika tumegido tabo paci paci.
747,Dukejere nowu aroe egore: m m m...
748,Ure togwa tugu nowu ikato. Ure nowu ika akodo: do do do do do do...
749,Du tonajire aroe egore: m m m m m...
750,"Aregodure aroe enodo kae (no fim dos aroe = nas casas dos Tugarege), ure tumugudo biega tu je. Dukejere icare uture tuibagi pugeje, ure togwa tugu ikato pugeje, ure ika akodo: do do do do do do... (2)"
751,"Kodo kuri tugoda paruto, ure tuwuredo nono. Icare ere pariko ta ao piji. Nonore icare ure tugera ra (akedure)."
752,"Dukeje icare Akaruio Boroge, Kuruguga, ere tugeragu Kurugugoei pugeje. Kuruguga imedure Mano Baru; Kuruguga aredure Birimodo."
753,"Akaruio Borogere tumugudo marido aogeje. Ure akodo: Psiu psiu psiu... oino, nowu tugje, tuo eroi ciemagu tabo dutabo duji."
754,"Mano Kurirewure nowu iwodu aru to pui pa pa, nowu iwodu aru tabo Butoregaduji."
755,"Nowu Birimodo ure iwodu aru to pui pa pa, Butoregaduji."
756,Dukeje icare Butoregadu ure turagojedo taci cuku cuku cuku...
757,Aroe egore: Wa!.... ui turagojedo dukeje.
758,"Ure ciemago tabo cuku cuku cuku, ecerae eiaogwai."
759,Icare akedure. Ere nowu iwodu aru maku Birimodo ai.
760,"Nonore icare eimadure nowu iwodu aru tabo, egore: No... no no hu... hu hu!..."
761,"Icare eture tabo, tumuga kae. Icare Akarui Boroge uragodure tugeroia giguduji, nowu tuiedagamage eno iwodukeje. Dukeje icare Birimodore nowu nabure bari (powari) maku Kuruguga ai."
762,Icare ere togwa tugu cewu toroeto.
763,"Dukeje icare aroe egogodure, egore: m m m m..."
764,Akedure dukeje icare aroe re ciemagu bai toji: pr pr pr pr...
765,Icare aroe ere tuiebu maridoji.Utugarece tudure ei (Canto executado sempre antes da dança do marido). Icare ererugodure marido tabo: br br br.
766,Oino. Dukeje icare ere tugera ra piji.
767,"Icare ere ciemagu bai otoji, egore: ga ga ga ga ga ga m m m...."
768,Ere togwa tugu nowu powarito: rererere....
769,Dukeje icare ekiorogodure (ere tamudo biega tu je)
770,Icare egore: -Wa!... Egore: m m m....
771,"Dukeje icare ere turemo. Icare Aroe Enogwari (canto: O Riso das Almas) padure ewugeje pugeje:
             Hu u Hu u"
772,"Akedukejere icare Kaigu kudugodure aroe etuwo, Aromerere kudugodure aroe etuwo. Ekudugodu akedukejere icare aroe eture."
773,Dukeje Boe eegarere. Boe egore: Ho...o!...
774,Dukeje icare Boe eragodure aroe enoroe keje:
775,Awu roia akedu kejre icare Boere ‘No no hu’ bu aroe enoroe keje.
776,"Nowu imo pariko meture micigu bora tada (bolsa comprida e larga feita de broto de buriti). Aroeceba meture tada jamedu. Tumode reruia ta dukejere ere tawuje piji turerugoduwo tabo. Tôro, marido, kaidaga, tugudure mototo."
777,Pobo jodo ewugeje toro!
778,Mea jodo ewugeje toro! Ewugeje Toro!
779,(Kanajó diz que este boe ewuredurae Mano Paru e de Kare eparu. O Mano simboliza o peixe)
780,(Boe ewuredurae Aroe enogwage paru)
781,Kanajó  diz que no mano paru depois de cantar oieigo ou utugarece proclama o boe ewuredurae. Por exemplo: Canta utugarece e logo Boe Ewuredurae assim:
782,"Kuruiedu (um rapaz) aregodure kuruga kae dukeje icare ere iogwarido ji, egore: -Wa!...."
783,"Icare ure taredo poboto, kurugato, ure tuiodo nowu manoto, kodure oia kae. Oia keje kurirewure ure tawuje, ure to poboto ‘po’, icare ere iogwarido ji pugeje, egore: -Wa!..."
784,"Egore Kae, kae, kae, kae! Tui tawuje dutabo."
785,‘Nowu iku tabowuge ere nowu iku kogudo kajeje. Duwugere eno kurire.
786,"Icare ere iogwarido pugeje tuiamedutabo, egore: Wa!...tui tudugu jitudutabo."
787,"Icare eture tabo, ere tudo nono jure ruture tudui tabo dutabo. Ere iogwarido: Wa!."
788,"Icare ere tuiado bai paru kajeje, icare ere butudo, ere buredo."
789,"Nowu areme ere tudo turugadu tuwo mano reko. Du kode ere tuie jiwudo, ere tugogu tududo, ere turugiri tududo, ere tumearudu awadudo pudui."
790,"Etujemage, etuwiemage egore: -Akaba boe eredugodudo ai."
791,"Nowu etuwurimage, etuwiremage ere tudo turugadu. Icare ere to mano bu nowu tuwobe areme ewugeje."
792,Icare eture tabo. Ere iogwarido etui tabo duji. Egore: - Wa!...
793,"Ekodo tabo jii toro, ere tugo pugori pugori pugori toro tabo, tuba kae."
794,"Icare ere kiwuje, ere kiwuje, ere kiwuje ta, nowu tuba oia keje."
795,"Cewu etuwurimage, etuwiemage egore:; _Ioguduba mageba ekodure boetoji, toro mano pa kae?"
796,"Ca!... Icare ere baporogu reko, ere togwa tugu ikato. Ere akodo: Chu! Chu! Chu!."
797,Jii meri jetui brae etaia keje du kae.
798,"Icare ere ‘UTUGARECE’ to ji, egore:"
799,"Dukeje icare, meri jetui pagudu oto jitu tabore icare Bakorokudu akore: - Taregoduwo Mano kae!"
800,Boe ere toro taci eregodaji.
801,Icare egore: - Ca! Ipo to ji.
802,Icare Kaigure ipo to Ecerae emanoji. Akaruio Bokodori ure ipo to Tugarege amanoji po po po!
803,"Icare ere akedudo. Egore: - Mugudo, mugudo!"
804,Ere mugudo taci! Ca! Ere mugudo pumegi ino tuku!
805,"Nowu Kaigu, nowu Akaruio Bokododori egore: - Emareo! Emareo! Emareo! Aedagareo! Acarugo reo!. Oinore arore ji, oinore akagore ji!"
806,"Icare Mano Kurirewu akore turagodutabo, tui tugera bu oino keje:"
807,"Dukeje icare ere tudugu kuda (Kaigu, Akaruio Bokodori ere tudugu mano kuda: paru epage ere tudugu kuda)"
808,Etaregodure bororo kae. Ere barigu  kuri cuku!
809,Birimodore aroe erego  Manoji. Mare Mano reia parure ure iparedo akudo dugu dugu tu rugadu. Nowu koda rema ukare akudo. Unure tuwure jodo boe keje dugu dugu dugu tu rugadu. Ure boe amudo tuwure tabo tu rugadu.
810,Icare Mano Kurirewu akore: - Imi pugeje.
811,"Icare ure Mano reia akudo, ure iparedo Mano reia akurugududo. Ure iparedo boe to boe aoporurewuji, joruboji, toriji, i ukwaji, ure edo barigu. Unure Mano reia akurugududo aroe etododai."
812,Ca! Nowu icare pemegare.
813,Nowu icare boe eware jii oino rugadu.
814,"Akore: - Woje, woje tori paru."
815,Akore: - A! Kirabodu! Ema rugadu! Ema rugadu!
816,Icare Mano Kurirewu (Tugoreceba) akore: - U! Pawo Aroe tawuje. Pawo Aroe parudo. Akore Bakorokuduji
817,Icare Bakorokudu akore:- Akera bu itao keje.
818,"Icare ure tugera bu ao gajeje, akore: - Akagodo aroeiagu tugera to, tuwure to motoji mano akurararewu tabo tumeduia joki, tuge noidoia kugu, noidoia bere, meto dadawu awadu paru tabo."
819,Icare Bakorokudu akore: -Kodire inagoino iedagamage badojebage tage toro!
820,Kodire inagoino iedagamage badojebage cobugiwuge tagae toro. Tabadure toro.
821,“            “               “           Kie tagae toro. Tabadure toro.
822,“            “               “           Kie cobugiwuge tagae toro. Tabadure toro.
823,“            “               “           Bokodori Ecerae cebegiwuge tagae toro. Tabadure toro.
824,"Boe egore: - M!.... Egore: - M!..  tu tu tu, tui ciegi dukeje."
825,"Akedure, akore: - Iaedagamage (2) Pawo Aroe eerududo. Pawo Aroe edo tugera to, tuwure to motoji mano akurararewu tabo tumeduia joki. Noidoia kujagu, noidoia bere jodo ewugeje toro!"
826,Boe egore: -Ma!... M!...
827,"Akore: - Kodire inagoino inodowu (Mano Baru) akae. Akonagodure ai amugudo aiadu paru jitu duji, akogwa jako kaba ji."
828,"Akore: - U! kodire inagoino iorubodare (...) akae. Akonagodure atui aiadu kae duji. Kogud akana kajejej, apogora kajeje, bu awugeje, kogudo akaogajeje."
829,Nonore icare nowu Bakorokudu ure bapo reko Kaigu ae.
830,"Dukeje icare makomode toro aroe ewogai Bakororoto, Itoboreto, aroe eiato."
831,"Dukeje icare ure tugera tugu nowu bapoto. Ure tugera tugu to: jutuki, jutuki jutuki! (4)"
832,"Eture puapo toro Mano kae, kurugato. Ekodure jii toro. Etaregodure kae."
833,"Icare eture tabo. Ekodo tabo jii... Epuredugodure bato, dukejere ere iogwarido pugeje. Egore: - Wa!..."
834,"Etaregodure tabo bato, ere turemo tabo baito. Ere iogwarido, tui turemo dukeje."
835,"Dukeje icare ere bapo reko pugeje, nowu Kaigu ae pugeje."
836,"Ure bapo tugu ji pugeje, nowu togwa koda mitoduji jiii... oto kae (Bakoror oiado manoji ho ‘o ho ‘o, etc)"
837,"Ere iado, icare ere nowu ukiga bure tugu tuku. Icare ere jebu toro baawadu kae. Ere kodo jebu jamedu.Ekodure kuri...ere mugudo tu nowu aroe ao keje. Ere nowu kodo ere baado tu nono jamedu, nowu aroe etawarare muguwo keje."
838,"Icare eregodure nowu aroe etawarare bogai. Ere tugera kogudo iera ra paru gajeje, ekodo apo...ere mugudo tu nowu kodo keje. Icere ere tuge mea oto jeto. Icare ure nowu tuge mea redududo aroe ewogai."
839,"Icare Mano Kurirewu rekodure Kaigu ae, ure tugera kogudo iera ra paru gajeje. Birimodo rekodure Aromerere ae, ure tugera kogudo iera ra paru gajeje. Ekodure ebo nowu mano kae. Ere nowu mano jodo ewugeje tuku!"
840,"Icare Kaigu, Aromerere, ere tugera tugu manoto oino cuku!"
841,"Dukeje icare Kaigure tudugu ji, Aromerere tudugu ji."
842,"Aroia Kurirewu ure pana akodo ji, iedure  baporoguji. Ure pana akodo ji pr pr pr pr pr! Baporogu kiare jamedu  cuku, cuku."
843,"Dukejere Aromerere, Kaigu, ere tugeragu Mano Kurirewuji, ere tugeragu Birimodoji, ere ekera bu mano keje, egore: - Mareo, mareo, mareo! Aedagare,! acarugoreo, aparuiareo, akeroiareo!. Oinore arore ji, akagore ji, awadarure ji"
844,"Icare Mano Kurirewu, Birimodo egore: - ‘M!...No... nono hu...hu hu!..."
845,"Dukeje icare Mano Kurirewu , Birimodo, ere bapo maku cerae etai, cerae eiamedu ai."
846,"Egore: - Arago aiadu paruji (3), tui bapo maku ecerae etai dutabo."
847,Icare eregodure tuiamedutabo. Icare ere tura kado.
848,"Dukejere nowu Aroe Maiwu uo uture toro etae, nowu uragodurewuge etae. Ure tumugudo ewure paru. Icare ere nowu tuwabo, re nowu cimo pariko ere ma’ai."
849,Dukeje icare areme ererugodure bororo keje puibagi puibagi. Ere oiaga roto paci paci paci.
850,Nowu ure ererudowu akore: - Kujibo! Kujibo! Kujibo!
851,"Dukeje Aroia Kurirewu, Kuruguga, eregodure tabo borororji."
852,"Dukejere ecerae eiamedu. Dukejere tugarege eiamedu. Akedukejere, ere mano kiwuje nono bokwarewu ao keje. Akedure. Boe ere tamudo."
853,"Nowu Mano Akurararewu tonaji Boe enogwagekare aroeji, Boe enogwagekare kuiadaji,  boa enogwagekare juji, Boe enogwagekare boboraji, Boe enogwagekare takorewuji, Boe enogwagekare paduraji, Boe enogwagekare brae eno betureboeji, Boe enogwagekare brae ekeji. Boe enogwagere itura kaowu Boe ekeji, boe kao Boe ekeji, kiaorewu kaowu Boe ekeji, kuruga kaowu Boe ekeji, barege jamedu, mare brae eke, Boe enogwagekare ji."
854,"Boe eke betureboe iere awore, Boe eke betureboe iere jerikurirewu, Boe eke betureboe iere gigodoge, boe eke betureboe iere pore. Boe eke betureboe iere buroe, Boe ke betureboe iere bureruroe, boe eke betureboe iere jirie, Boe eke betureboe iere meiao borirewu, Boe eke betureboe iere arogioro (São tados variedades de abelhas silvestres). Icá, Boe ke betureboe ie reno."
855,Mano Kurirewu emare ure tugera bu Ecerae ewugeje. Emare ure tugera bu Ecerae atao keje.
856,Dukeje icare egogodure.
857,Dukeje icare eture Moriboe ebo (cachorros do mato)
858,"Icare Mano Barure tugeragu bapoji, ure maku Ecerae etai."
859,Icare Ecerae eragodure nowu Tamige ekeroiaji.
860,"Boeco paruji, Birimodo makogodure tuwie Kaborewuji, tuwie Manobaruji, akore – Pawo aroe etawuje. Pawo aroe Nabure etawuje. Pawo aroe Bakugumoe etawuje."
861,Egore: - U! Boe jokodu!
862,"Icare  barogwa kododure. Icare Birimodo makogodure tuwie Kaboeruji, makogodure tuiwe Manobaruji."
863,Egore: - U! U! Boe jokodu! Boe jokodu!.
864,"Icare erore taci toro tuwobe emuga kae. Egore: Cegodo toro, cegodo toro boe bato, tawo irogodu (carvão) kowu, tawo nowa kugududo (amassar tabatinga)"
865,"Icare nowu Birimodo uwie, Manobaru uwie eregodure etae."
866,"Ekodo etae, ere tugera kogudo ekera kajeje. Eture ebo. Ekodo ebo jii... tumuga kae. Nowu etuwobere boedo turugadu etogi du kae."
867,"Icare ere enogwa codo, ere ico irogodu bu enogwa keje taci, tu rugadu. Enogwarogure core tu je (nabure reore). Eiamedu boe kujagure."
868,"Icare ere toro kogudo ekajeje, ere pariko kogudo etao kajeje, ere kiogoaro kogudo ekera paru kajeje, eidogajeje (ekana kajeje)."
869,Ca! Icare eture ebo bororo kae.
870,"Egogodure: m m m m... Ere tugana aogado oino, egore Gae...(delicado, imitando arara). Ere tugana awubowu aogado, egore: Gae!..., tugodui bororoji cuku cuku..."
871,"Ere tuwuredo tu aroe ao keje, egore: - m!..., tu tuwuredo dukeje."
872,"Ere tamudo biega tu je, dukeje icare eture pugeje, cewu turoiarogu tabo."
873,"Egore: - Gae... gae... gae... tugodui bororoji, nowu ture tuwuredowo kae pugeje."
874,"Icare ere tuwuredo tu.., egore: m m ..."
875,Nonore icare ere enoroe tawuje epiji. Icare ere nowu nabure etaimo aroe keje.
876,"Icare eture cewu Bakugumoe etae pugeje. Eregodure toro Ki Bakororo ae, eregodure toro Akaruio Bokodori ae, ere edo pobe. Ere emugudo tu."
877,"Dukejere care ere tugera tugu nowu irogoduto, icare ere bu oino Ki Bakororo okwa kajeje, ere uporaido (pintura em forma de gorjeira). Dukejere icare ere atugodo nowu, ico tabo,  ere atugodo okeaji, poruji, kanaji jamedu. Ere iera ra paru codo, bure ra paru codo jamedu."
878,"Nowu kigadurewu, ure ino jamedu: ere nowa bu Akaruio Bokodori okwa kajeje, ere uporaido, ere atugodo nowu uporai perabiji, okeaji, poruji, kanaji, ere iera ra paru kigadudo, ere bure ra paru kigadudo."
879,"Icare ere tôro kogudo ekajeje, ere pariko kogudo etao kajeje."
880,"Ere eiado, icare eture ebo bororo kae. Ere ewuredo tu, nowu aroe ao keje."
881,Icare eture: cuku cuku cuku. Ekodo jii... ao kae.
882,Ere tuwuredo nowu ao keje pugeje ta! Ca! Ure turugadu.
883,"Dukeje icare Birimodo akore: - Itore, iwage, tarego bapo kae. Bapo maku Ecerae eiamedu ai, eragoduwo."
884,"Icare eragodure, nowu togwa kodaji: KIDOGURU PARA. ROIA GIGUDU (De Aroroe)."
885,"Akedure dukeje icare etuo aregodure, ure tumugudo tu... icare ere toroe maku ai. Imadure, ure reko tuwai kae, ure jeto tuieda keje (na parede da casa)."
886,"Boeco paruji, Akaruio Boroge uwadodure, akore: - Kodire inagoino, iorubodare Jerigi Otojiwu akae, apado nono!"
887,"Icare ere tugeragu ei, boecoji rugadu, ere Jeriji Otojiwu mugudo tuwobe ebo. Ere tugeragu Oca Kudurewuji, ere mugudo tuwobe ebo.
Ere tugeragu ipare eiameduji, Tubore ebo, aroe Tubore ebo (Para representar os espíritos Lambaris),"
888,"Dukeje icare Jerigi Otojiwu akogodure, akore: - m m m m m..."
889,"Dukeje icare cewu Tubore ekudugodure, egore: - Ga ga ga ga!"
890,"Nowu Tubore ekudugodure akogodukeje, egore: Ga ga gae!."
891,"Icare barogwa kododure, icare nowu Odoge ecebage (Jerigi Otojiwu, Oca Kudurewu) eture baito, ere ipare eedadudo."
892,Egore: - Taedadudo! Tabiapagado cenago bogai. Cenagogodukeje tagudugodumode.
893,Icare eture toro bato (bai piji).
894,"Icare Jerigi Otojiwu akogodure tuwai keje,  akore: - m m m  m  m..."
895,"Dukeje ipare ekudugodure (toro bai tada), egore: - Kae gae gae!"
896,"Dukeje icare Oca Kudurewu akogodure, akore: - m m m m m..."
897,"Icare meri ruture, egogodure pugeje, ipare ekudugodure jamedu pugeje, nowu tagoiaji."
898,"Meri rekodo jii... brae etaia kae, dukeje egogodure pugeje, ekudugodure pugeje jii... nowu (3 koras) kae."
899,"Dukejere icare eture toro puae. Oca Kudurewu, Jerigi Otojiwu, eture puae. Icare eto puapo toro Oca Kudurewu uwai kae. Nonore ere boe baado pui, pudae nono."
900,Icare ere bapo reko nowu Birimodo uragoduwo eiogi.
901,"Icare ere tugera tugu todoguruto. Awuge eedure oino nowu corewu (Jerigi Otojiwu) keje, awuge eedure oino, nowu kigadurewu (Oca Kudurewu) keje."
902,"Ere tugera tugu kidoguruto, du tonajire nowu uragodurewu uragodure. Ure tugera tugu bapoto: cutuku cutuku cutuku giri giri giri."
903,"Nowu uragodurewu akogodure, akore:"
904,"Du tonaji, akogodure, akore: - m m m m m..."
905,Dukeje icare ere kidoguru tugu ei pobeduto.
906,"Nowu roia iere AROE KURIREU PARU. Iekare PARUIA, iekare ROIA. Iere AROE KURIREU PARU tu rugadu."
907,"Nowu tonajire boe emaragodure ei kidoguru tabo, nonogo tabo, kuje bo tabo. Boe emaragodure ei  pai biri tabo, pai corewu biri padure nowu corewu okea keje, pai aredu biri padure nowu O kigadurewu okea keje."
908,Nowu akedukeje icare eture ebo bororo kae. Meri jeture pae jaka keje (3 horas da tarde).
909,Eroi bororo jitu dukejere icare meri aregodure woe boe enogwa kae ( 5 horas da tarde).
910,Boe ekedure tu oino baigaji. Egore: - Wi wi wi wi... bororoji.
911,Icare ere boe baado etai. Ere adugo biri baado etai.
912,"Ure bo to ka jeji pu pu pu pu je, dukejere Tubore ekudugodure."
913,Icare ere nowu Odoge emugudo tu.
914,"Icare nowu Tubore eregodure nowu Odogei. Ere tuiebu ekana poroto ta ta ta (Passam por baixo dos braços deles, entre o arco e o corpo), tugudutabo, egore: Ka ka ka!"
915,Nowu Odoge jamedu egore: - m m m m m ...
916,"Ere nowu aroeceba tawuje nowu Odoge etao piji, ere jeto nono aroe ao keje."
917,Icare nowu Odoge etagedure. Nowu Odoge ere tamudo.
918,"Icare meri rekodure. Icare Birimodo, Akaruio Boroge, emagogodure tuwiemagei, egore: - Imedumage, tarego bapo kae, tawo bapo maku Ecerae etai, eragoduwo Odoge, Tubore, eparuji."
919,"Icare eregodure bapo kae. Icare ere maku Ecerae etai. Icare Ecerae eragodure. Ere KIDOGURU PARA ko, ere ROIA GIGUDU (de Apiborege) ere kowuje jamedu, jii... akedu kae."
920,"Akedukejere icare, ere tura kado. Ere tura akedudo dukeje uo aregodure, ure tumugudo tu ewure paru. Icare ere cimo pariko maku ai. Icare imadure tabo, akore: -  No... no no hu... hu hu!..."
921,Icare ure reko toro tumuga kae.
922,Egore: - Wo! Ca! Tagera bu Aroia Kurirewu (Iw. Ceb.) ao keje.
923,Icare ere tugera bu ao keje. Okoge Ekurewu ure tugera bu ao keje.
924,"Akore: Aroe eiagu tugera to, tuwure to motoji IWODU  tabo, tumeduia joki, tuge apeo kodu, akó kodu paru tabo."
925,"Akore: - Iwadarugodure iedagamage Badojebage  Cebegiwuge tagae toro, tabadure toro, iwadarugodure tagae toro."
926,"Akore: Iedagamage, iedagamage! Pawo aroe ererudo, pawo aroedo tugera to, tuwure to motoji Iwodutabo tumeduia joki, tuge meto tadawu, tuge noidoiabere, tuge noidoia kujagu  awadu paru tabo."
927,"Akore: - Kodire inagoino inodowu akae (Ki Bakororo), akonagodure ai amugudo aiadu paru jituji, akonaregedu paru jituji."
928,Icare Aroia Kurirewu akore: - Baporogu reko Bakorokudu ae!
929,"Akore: - Baado woe, nowu uragodumodewu jokorai."
930,"Ere nowu adugo biri baado, turagodumodewu areme emuguwo keje, ereruwo keje."
931,Icare eregodure nowu areme etae.
932,"Ekodure ebo, ere nowu Koge Ekurewudo mugudo adugo imedu biri keje. Nowu metuia Butoregadu ure Cibae Ekurewudo mugudo adugo aredu biri keje."
933,Icare nowu Badojebare (Bakorokudu) tugera tugu baporoguto.
934,"Ure nowu IWODU PARU ko, boeco paruji (no começo da noite)."
935,"Nonore nowu Okoge Ekurewudo, nowu Cibae Ekurewudo ererugodure, tugedui tuiba jitu tabo."
936,"Mare kedore. Barogwato nowu Aroia Kurirewure nowu Iwodu aru bu Cibae Ekurewudo jipa keje, Butoregadure  nowu Iwodu aru bu Cibae Ekurewudo jipa keje. Ere eibagodudo nowu Iwodu aru tabo. Ere nowu Iwodu aru jejodo oino eiogi. Ekare rakojedo ewugeje: enure jejodo eiogi (amarram a folha de Iwodu no cabelo do lado da cabeça, pindurado para baixo)"
937,"Dutabore ere ererugo barogwato.  Mare oino boecoji karega, boecoji ererure tugedutabo, adugodoge ewiri keje."
938,"Icare ererure. Akedure dukeje ere taimo nono, nowu aroe bukeje."
939,"Icare boe eture tuwai kae, icare enudure."
940,"Barogwatore icare ipare emagogodure puwogai, egore: - Mato paduwo IWODU kae (3)."
941,Icare eture toro iturato.
942,"Ecare etaregodure tabo. Ekudu pado boe kajeje, ecewu tago magai tudutabo toro iturato bogai du ureorere egore taregodui tabo dutabo pugeje."
943,"Ere tao pegado kodudutabo.Iage ere taipodo kodudutabo. Ere tuirdure jiwu okureboe ere tugu taoto, nowu taipo paruto ji ji ji ji je, taregodutabo."
944,"Cewu tagorewoji, cewu tagoiaji: ekore: - Hi hi kae gae gae Wo!... tui turemo dutabo."
945,Nonore icare nowu baporogu rekodure. Ere tugera pemegado pudui.
946,"Nowu Okoge Ekurewudo, Cibae Ekurewudo ere tugodogarewu bu tuie keje (pintam o rosto)."
947,"Icare Aroia Kurirewu rekodure ecewu turegodure aewudo ae pugeje (vai pegar aquela que ele tinha pego para a dança a noite anterior). Icare umode aru bu jipa keje, icare umode Iwodu aru kogudo jipa tabo."
948,"Ere akigu kogudo  tugana kajeje, tugera ra paru kajejej, dutabore ererugodure Iwodu aru tabo."
949,"Ipare remawuge ere Iwodu aru kogudo nowu baporogu epa kana kajeje, ere bu keje, ere kogudo aora kajeje, du kujiagi ere pariko  kogudo. Dutabore uragodure."
950,"Nowu ipare ekudugodure, egore: - Hi hi Kae gae gae Wo!..."
951,"Egore: - Kae kae, tuiegare tabo turerugodumode nowu raru tabo duji."
952,"Icare nowu areme ererugodure, meri jetui pagudu jitu tabo (Peles 9 horas da manhã)."
953,"Dukejere icare ere Aroia Kurirewu, Butoregadu ere nowu Okoge Ekurewudo, Cibae Ekurewudo ere etaimo, toro aroe joki."
954,"Dukeje icare nowu areme eture toro tuwai kae, tumuga kae."
955,"Dukeje, cewu uragodumodewu icare uragodure  tuwobebo, tuwirebo, jii..."
956,"Icare, akedure dukejere icare,  eture bato nonogo kae, kidoguru kae, tuwo tugujagudo, tuwo toroe tugu pudui."
957,"Icare nowu uture bato oto tabowuge eture oto tabo bato, ere boe to ka jeji pu pu pu..."
958,Ure ererudowuge egore: - Ka kududo! Pu pu pu m m m!
959,"Nowu kaiarogu kudu tonaji, ekodure tabo bororo kae."
960,"Ere tugado toiado, iage eedure bororo paru keje, iage eedure woe Badojeba apo woe."
961,Icare Badojeba (Bakorokudu)  akore:
962,"Dukeje eregodure, ere tuwu pugajeje oino woje."
963,Aito...(2) ipare (2) ewure reru rekoduiagu hi hi hi hi... Aito... (2)
964,"Nonore iparere taiado Iwodutabo bai bai bai, tui tuwu puwugeje dutabo (cruzando-se para um lado e outro)."
965,"Icare akedure dukeje, ere tuwirido pugeje. Cewu turoia mitoduji (fazem de novo duas filas)."
966,Nowu boetojiwu akore:
967,Nowu metuia akore:
968,Dukeje icare Aroe Etawarare ure ererudo pugeje. Ure ererudu tbr tbr... puibagi puibagi.
969,"Etagedure taci je dukejere ere nowu to Iwodu maku tuomage etai, cimo pariko tabo, ere togwamu tuomagei pf pf pf."
970,Dukeje icare etuomage eke butudo etai.
971,Enogawge akedure dukejere icare ere ika reko Bakorokudu ae.
972,Ure togwa tugu to: To.. to... to to to to...to.... tototo.
973,"Icá! Urugadu. Akedure dukeje icare iparere tugeragu nowu Tadugoji, ekodure apo, ere iera bu nowu Iwodukeje."
974,"Icare rekodure todowu (Ki Bakororo) ae, kodo apo... ure iera bu keje pugeje."
975,"Icare rekodure nowu aroe maiwu uo ae, ure tugera kogudo iera kajeje, ure iera bu tu nowu Iwodukeje."
976,"Dukejere icare nowu Tadugo makogodure tuwiemagei, akore: - imedumage, itore kugure,  bapo maku Ecerae etai, eragoduwo tuiadu paruji."
977,Egore: -Hm! Egore: - Hm! Egore: - Hm!
978,"Eegare bigodunure egoi pudui duji.
Icare eragodure (Nowu Iwagududoge ekeroia awadu: Awu Aroiadoge, awu Butoredoge etawadu. (Cf.  Iwagududoge Ekeroia na coleção Boe Ekeroia)"
979,Meri rekodure dutabore icare Tadugo uwadodure.
980,"Icare barogwa kododure. Barogwa kododutabo uto tuiorubo bogai, kodo toro jii...  Ure tuiorubo tawuje, ure tugu tudo (Pega folhas de jakomea jorubo e esfrega no corpo para ficar forte na dança). Dukejere mugure bai tada. Paganure Aroia Kurirewu bogai."
981,"Icare meri jetui 3 hora keje dutabo, Aroia Kurirewu aregodure."
982,"Ure tugera kogudo Kaigu iera parugajeje, ure turagojedo apo, kodure apo jii bato, tuwai kae. Ure kodo baado kuda. Icare ure mugudo tu keje."
983,Rekodure Ki Bakororo bogai pugeje. Aregodure apo. Ure mugudo tu Kaigu meki.
984,Dukejere icare  nowu Aroia Kurirewu uwobe ere nonogo tugu eto.
985,Nowu Butoregadu uwobe ere nonogo tugu Kaiguto.
986,"Icare ere kiogaoaro kogudo ekana kajeje, ekera ra parugajeje. Ere bu etaobaru keje. Ere pariko kogudo etaogajeje. Icare ere etudo bororo kae. Ere ewuredo tu pumegi tu, aroe ao keje."
987,Icare egore: - m m m m...
988,Egore: - m m m m m.... tui tuwuredo dutabo.
989,Dukeje icare eture pugeje bororoji: m m m m m... ao kae.
990,"Ere tuwuredo  ao keje, egore: - m m m m m... tui tuwuredo dutabo."
991,"Ere tamudo biega tu je pugeje. Dukeje icare eture pugeje, tugodui pugeje cuku cuku cuku, tugodui pugeje ao kae."
992,Egore: - m m m m m... tui tuwuredo dutabo.
993,"Nonore icare Aroia Kurirewu, Butoregadu, ere tôro kiwuje epiji, ere pariko kiwuje etao piji, ere kiogoaro kiwuje ekana piji, ekera piji. Icare ere etaimo nowu aroe keje. Icare etaimodu akedure, icare ere turagojedo, ere togwamu pf pf (3)"
994,Dukejere icare ere tugeragu Ecerae eiameduji (Pelas oito horas da manhã).
995,"Icare eture bororo kae, iwagududoge ewai piji.
Ere borobari (powari) maku Akaruio Bokodori ai."
